Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Current Ratio,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Inventory,Liabilities,Long-Term Debt,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,For Year,Earnings Per Share,Estimated Shares Outstanding,Total Revenue
895600000,46500000,1100000,24,-128400000,9,112600000,-18000000,1039600000,110,105900000,549500000,496200000,618400000,40,1737300000,131300000,372100000,710800000,40400000,1051400000,118000000,35300000,590000000,-199600000,-338900000,401600000,16000000,401600000,401600000,455200000,548400000,13,0,78800000,-406100000,0,-210500000,495700000,-2400000,12,30,9,52,1036700000,-112700000,1127400000,4472600000,1357400000,1238600000,1670200000,2802400000,4472600000,2015,3.14,127898089.2,4296300000
1029500000,16400000,4200000,29,-153800000,8,118400000,-39000000,1084200000,100,108700000,645200000,589200000,669400000,42,1831700000,153000000,424900000,756300000,47000000,1054000000,55700000,5800000,658100000,-371500000,-267100000,472300000,-41800000,472300000,472300000,465200000,641000000,15,0,81900000,-514400000,0,-117500000,521100000,94500000,13,36,11,47,1056800000,-209400000,1175000000,4635900000,1421800000,1422700000,1626600000,3009300000,4635900000,,,,4411500000
138531000,-20302000,1299000,6,-151023000,15,25394000,-9640000,459000,404,177211000,157469000,104130000,1753241000,16,327134000,17431000,50433000,332311000,-8673000,1042183000,-12655000,-628000,222689000,-80107000,-143210000,84474000,22050000,84474000,86699000,301766000,156170000,8,40647000,40930000,-106169000,0,9813000,269517000,-23484000,5,7,4,212,1101598000,6959000,135824000,3160926000,700401000,173335000,1410545000,1750381000,3160926000,2012,1.83,46160655.74,2031901000
152843000,-22523000,-295000,8,-155233000,20,42437000,-11639000,461000,359,173761000,217693000,164226000,1799241000,17,363957000,44045000,48591000,347307000,20063000,1018518000,-14197000,17043000,308951000,-77359000,-214549000,121337000,26059000,121337000,120181000,320242000,217988000,10,40007000,45380000,-44114000,0,-55914000,175841000,3798000,8,11,6,194,1148738000,11691000,145298000,3259826000,755366000,210549000,1537877000,1721949000,3259826000,2013,2.62,46311832.06,2155551000
304361000,-16650000,362000,4,-232183000,27,108651000,-12020000,671000,263,222746000,315235000,249178000,3402770000,18,522360000,94847000,595205000,484919000,5303000,1571059000,-193975000,66214000,381658000,-266119000,-49325000,155601000,9275000,155601000,154331000,421001000,314873000,11,108802000,29607000,-106159000,-19480000,181683000,409354000,18710000,8,6,5,141,1213035000,39714000,164596000,7219754000,1044178000,396648000,4351166000,2868588000,7219754000,2014,2.73,56996703.3,2957951000
266606000,12309000,10672000,7,-318232000,46,168409000,-21525000,643000,295,263587000,490088000,413801000,3156000000,20,721767000,124863000,510552000,469141000,-40053000,1553649000,-11268000,59758000,573151000,-601939000,88546000,288792000,106935000,288792000,288938000,410921000,479416000,14,144777000,33697000,-105622000,0,404970000,397256000,-37040000,12,10,8,167,874436000,-482884000,233887000,6961732000,1082168000,367191000,4057284000,2904448000,6961732000,2015,4.31,67005104.41,3539570000
2924000000,-337000000,41000000,27,-1665000000,45,2581000000,-86000000,9000000,170,1371000000,6707000000,6562000000,8652000000,48,14765000000,1841000000,1688000000,3864000000,222000000,4326000000,-37000000,-302000000,5817000000,-5246000000,-856000000,4659000000,52000000,4659000000,4659000000,4253000000,6666000000,22,1557000000,1279000000,-3913000000,32000000,182000000,3778000000,-126000000,21,37,15,118,32416000000,-3603000000,6384000000,33550000000,12733000000,7498000000,17502000000,16048000000,33550000000,2013,6.83,682137628.1,30871000000
2974000000,-268000000,33000000,38,-1493000000,56,1897000000,-113000000,9000000,206,1408000000,7168000000,7026000000,8489000000,48,15374000000,2028000000,1435000000,3706000000,281000000,6705000000,1010000000,-684000000,6626000000,-6603000000,-596000000,4956000000,143000000,4956000000,4956000000,4238000000,7135000000,22,1815000000,1023000000,-6289000000,-19000000,143000000,5398000000,177000000,22,54,16,144,34317000000,-5545000000,6469000000,31209000000,12303000000,5964000000,13109000000,18100000000,31209000000,2014,7.63,649541284.4,31821000000
2670000000,-58000000,26000000,42,-1461000000,27,1798000000,3000000,9000000,154,1435000000,6972000000,6823000000,8515000000,49,14891000000,1982000000,2601000000,3518000000,-735000000,8753000000,3482000000,-99000000,6420000000,-3648000000,-2817000000,4833000000,806000000,4833000000,4833000000,4154000000,6946000000,23,1406000000,1398000000,-6359000000,-120000000,-2656000000,5544000000,128000000,23,60,16,105,36296000000,-4603000000,6182000000,32883000000,10986000000,7118000000,11429000000,21454000000,32883000000,2015,7.72,626036269.4,30274000000
2775000000,-313000000,29000000,49,-1420000000,43,2398000000,57000000,9000000,189,1474000000,7252000000,7053000000,8516000000,50,15069000000,1995000000,2320000000,3385000000,249000000,10678000000,1043000000,600000000,6662000000,-4626000000,-1403000000,5050000000,173000000,5050000000,5050000000,4392000000,7223000000,24,1033000000,1271000000,-7245000000,-42000000,180000000,5666000000,-36000000,23,68,17,134,37907000000,-2949000000,6111000000,32906000000,11726000000,6219000000,10298000000,22608000000,32906000000,,,,30109000000
275850000,-17779000,787000,53,-42935000,111,222514000,-47568000,1019000,289,20562000,549154000,549154000,69137000,52,1065656000,209134000,54648000,203106000,24638000,0,-2076000,-136817000,287676000,-699075000,271849000,340020000,5536000,340020000,340020000,253714000,550623000,27,3576000,58692000,2074000,0,-5636000,0,-37733000,27,85,17,219,1508664000,-716655000,0,1043325000,835068000,288545000,644397000,398928000,1043325000,2012,,,2060702000
302182000,-50283000,-9022000,34,-40762000,194,211349000,-21552000,1030000,374,22762000,563894000,563894000,88143000,52,1172931000,225233000,65774000,221449000,43805000,0,-1887000,-11165000,342033000,-17886000,-339808000,338661000,-10867000,338661000,338661000,317104000,572916000,26,10146000,30894000,-1233000,0,-6513000,0,19507000,25,57,15,304,1847325000,-46347000,0,1420509000,1183043000,316014000,992279000,428230000,1420509000,2013,,,2246428000
305790000,-9710000,-1717000,32,-27952000,324,370323000,42763000,1035000,465,25651000,745788000,745788000,90156000,54,1339810000,262603000,50748000,174573000,36218000,0,-1619000,158974000,585567000,19298000,-440403000,483185000,6415000,483185000,483185000,280755000,747505000,30,7496000,46369000,-11453000,0,-1218000,0,1045000,30,49,20,416,2330510000,8993000,0,1938875000,1653154000,355716000,1515150000,423725000,1938875000,2014,,,2464867000
481918000,-76731000,159365000,11,-35605000,568,2175417000,-7068000,1035000,697,30860000,891548000,891548000,97354000,60,1632301000,344815000,427986000,156121000,463703000,0,-1083000,1805094000,207986000,1202348000,400066000,546733000,-745719000,546733000,546733000,477955000,893653000,33,10874000,28499000,-21878000,0,173298000,0,-3792000,33,19,20,666,1394863000,888694000,0,5675189000,3582602000,514189000,4809410000,865779000,5675189000,2015,,,2722564000
6800000000,202000000,-874000000,132,-124000000,35,2900000000,33000000,935000000,76,225000000,7603000000,6477000000,2102000000,39,9563000000,2294000000,12078000000,1746000000,594000000,12419000000,187000000,-370000000,3885000000,-5175000000,920000000,4180000000,-1333000000,4180000000,4530000000,1409000000,7253000000,29,442000000,260000000,-2040000000,-858000000,1044000000,4795000000,-19000000,26,204,17,55,24316000000,-1082000000,2249000000,35329000000,6315000000,8259000000,3168000000,32161000000,35329000000,2012,2.06,2029126214,24618000000
6533000000,78000000,-1084000000,110,-131000000,45,3175000000,-133000000,935000000,93,212000000,7991000000,6942000000,2028000000,43,10457000000,2407000000,12058000000,1879000000,-719000000,13992000000,620000000,275000000,4375000000,-4702000000,602000000,4535000000,446000000,4535000000,4442000000,1215000000,8084000000,33,557000000,321000000,-1378000000,-1076000000,733000000,2802000000,-44000000,28,169,19,67,25168000000,-634000000,2362000000,34859000000,6590000000,7058000000,4119000000,30740000000,34859000000,2013,2.26,2006637168,24466000000
6673000000,-8000000,-44000000,168,-163000000,43,3321000000,-184000000,935000000,90,208000000,8582000000,7774000000,1983000000,41,10160000000,2704000000,12049000000,2040000000,4000000,13693000000,174000000,146000000,4663000000,-4694000000,177000000,5070000000,-635000000,5070000000,6032000000,1267000000,7620000000,31,483000000,250000000,-2682000000,-37000000,340000000,3976000000,208000000,32,258,21,63,26277000000,-939000000,2541000000,34475000000,6878000000,7673000000,3014000000,31461000000,34475000000,2014,2.56,1980468750,24522000000
7074000000,3000000,-223000000,182,-229000000,33,2369000000,-33000000,935000000,86,225000000,8895000000,8078000000,1982000000,44,11114000000,2835000000,12028000000,2031000000,356000000,12915000000,-1793000000,-952000000,5810000000,-6747000000,-15000000,5241000000,-166000000,5241000000,5770000000,1299000000,8361000000,33,432000000,387000000,-3280000000,-221000000,346000000,3969000000,182000000,32,280,21,57,27257000000,-554000000,2749000000,32535000000,6086000000,7078000000,2880000000,29655000000,32535000000,2015,2.67,1962921348,25434000000
3756000000,222000000,31000000,20,-741000000,90,3668000000,-192000000,6000000,232,615000000,3601000000,3429000000,4654000000,51,7653000000,915000000,1226000000,2947000000,-129000000,2061000000,127000000,385000000,2740000000,-1485000000,-777000000,2482000000,113000000,2482000000,2471000000,3042000000,3570000000,24,496000000,166000000,-1278000000,-10000000,-253000000,932000000,-414000000,23,27,17,164,7188000000,-705000000,2550000000,20664000000,10077000000,4336000000,12559000000,8105000000,20664000000,2013,4.65,533763440.9,14861000000
4359000000,-172000000,0,35,-1005000000,47,2367000000,-650000000,6000000,189,691000000,4075000000,3827000000,5082000000,54,8574000000,1078000000,1554000000,3597000000,482000000,7465000000,5536000000,-1301000000,3054000000,-2259000000,-2095000000,2740000000,233000000,2740000000,2727000000,3466000000,4075000000,26,746000000,205000000,-1114000000,-48000000,-1325000000,871000000,-292000000,24,49,17,119,9012000000,-6834000000,2774000000,21918000000,9675000000,5112000000,7875000000,14043000000,21918000000,2014,5.28,518939393.9,15855000000
3950000000,68000000,71000000,33,-967000000,72,3701000000,-425000000,6000000,205,716000000,3594000000,3161000000,4973000000,55,8182000000,864000000,1332000000,3496000000,457000000,8429000000,1238000000,1334000000,3108000000,-430000000,-1019000000,2314000000,240000000,2314000000,2286000000,3182000000,3523000000,23,610000000,199000000,-2801000000,-36000000,-56000000,922000000,-273000000,21,45,15,138,10374000000,-698000000,2686000000,21920000000,10625000000,5177000000,6990000000,14930000000,21920000000,2015,4.85,477113402.1,15001000000
4224000000,-498000000,52000000,29,-923000000,26,1676000000,181000000,6000000,121,727000000,2427000000,1991000000,5231000000,52,7017000000,695000000,1125000000,3241000000,312000000,7453000000,156000000,-2025000000,2588000000,-3742000000,-864000000,1336000000,506000000,1336000000,1319000000,2681000000,2375000000,18,489000000,499000000,-2808000000,-24000000,-71000000,906000000,47000000,15,44,10,73,10763000000,-2920000000,2833000000,19736000000,8157000000,6729000000,4534000000,15202000000,19736000000,2016,3.02,442384106,13502000000
1695300000,-296700000,-13900000,14,-1588300000,209,3697100000,-315500000,4300000,390,638100000,2214500000,2214500000,8486800000,28,2760200000,341000000,0,1557300000,-324000000,1009600000,26400000,-113900000,1880500000,-390800000,-1589800000,1888700000,289500000,1888700000,1888700000,1091400000,2209600000,22,229900000,534700000,326400000,9400000,13500000,907200000,-2700000,22,16,19,302,11603400000,0,550600000,18086000000,6880500000,1764900000,13425400000,4660600000,18086000000,2013,4.44,425382882.9,9974100000
1542200000,-226500000,29500000,10,-929100000,149,2374600000,-129700000,3700000,327,842000000,1324900000,1217300000,9313900000,21,1926600000,184700000,0,1718300000,28100000,3778000000,789700000,-2918500000,2122100000,-2168400000,-2739100000,1028600000,120100000,1028600000,1028600000,754400000,1311800000,14,554200000,368200000,-473700000,179700000,-1655400000,1200000000,457700000,13,11,11,219,11168900000,-2755300000,505800000,18283000000,5215500000,1596700000,10703100000,7579900000,18283000000,2014,2.69,382379182.2,9055800000
1979800000,-60700000,-77700000,10,-1000300000,62,1276300000,-53700000,3500000,202,772200000,1201100000,1103300000,8721000000,19,1717900000,99100000,0,1563500000,263800000,3769500000,-42400000,-1098300000,1807600000,-893400000,-1748400000,1000400000,197500000,1000400000,1000400000,675000000,1278800000,14,1257400000,628600000,-1492900000,243200000,-575400000,1030600000,-313300000,12,12,11,126,11014800000,-709500000,439100000,17389500000,4143400000,2047000000,9531800000,7857700000,17389500000,2015,2.79,358566308.2,8895300000
1437900000,3500000,35800000,3,-843100000,46,673100000,263000000,3500000,207,751600000,354800000,242400000,9198500000,11,810000000,-74200000,0,1391100000,-198000000,3779300000,-73400000,-603200000,1266100000,-888600000,-1049500000,297800000,-100900000,297800000,297800000,627800000,319000000,4,1054100000,365700000,-1312200000,-355100000,836700000,952900000,245700000,3,3,4,113,10863400000,-75000000,491000000,16840700000,3057700000,1476800000,9584600000,7256100000,16840700000,,,,7162800000
8072000000,851000000,223000000,29,-1369000000,59,4860000000,-115000000,4000000,159,995000000,5238000000,5238000000,12643000000,16,13295000000,1845000000,0,3449000000,-1223000000,3342000000,-23000000,1781000000,4492000000,-1259000000,-1452000000,3389000000,538000000,3389000000,3415000000,4610000000,5098000000,6,300000000,110000000,-464000000,6000000,56000000,1266000000,53000000,6,45,4,117,3880000000,-835000000,7202000000,27223000000,13029000000,8203000000,11694000000,15529000000,27223000000,2012,9.95,340603015.1,82243000000
9526000000,-940000000,58000000,19,-1206000000,23,2292000000,-305000000,4000000,130,1220000000,3246000000,3246000000,13921000000,12,12402000000,1113000000,0,4689000000,1464000000,3373000000,-25000000,-2568000000,3405000000,-3217000000,-2756000000,2112000000,-146000000,2112000000,2148000000,5559000000,3331000000,3,326000000,197000000,-204000000,58000000,39000000,771000000,-21000000,3,30,2,82,5507000000,-2745000000,7851000000,28385000000,12737000000,9824000000,10920000000,17465000000,28385000000,2013,6.69,315695067.3,1.00E+11
8198000000,1642000000,132000000,23,-1480000000,17,1494000000,-786000000,7000000,132,1326000000,3835000000,3835000000,16261000000,14,13542000000,1280000000,0,5642000000,-1547000000,6575000000,3223000000,-798000000,3110000000,635000000,-4543000000,2524000000,-98000000,2524000000,2677000000,4058000000,3766000000,4,394000000,145000000,-313000000,-153000000,162000000,1099000000,18000000,4,36,3,66,7515000000,-1884000000,8450000000,30425000000,11339000000,8579000000,10751000000,19674000000,30425000000,2014,8.84,285520362,97817000000
5890000000,1292000000,119000000,22,-1998000000,18,1127000000,80000000,7000000,149,1646000000,4374000000,4374000000,25164000000,22,16160000000,1506000000,0,5225000000,-2400000000,11896000000,746000000,-367000000,4061000000,-987000000,-3441000000,2852000000,606000000,2852000000,2940000000,2927000000,4485000000,6,839000000,192000000,-318000000,-148000000,102000000,1179000000,-31000000,6,33,4,67,9752000000,-932000000,10029000000,43115000000,9471000000,6345000000,13237000000,29878000000,43115000000,2015,5.29,539130434.8,72051000000
14033000000,349000000,-1116000000,12,-1954000000,88,13451000000,-482000000,1788000000,190,6978000000,8739000000,8739000000,16030000000,65,30821000000,2440000000,29083000000,6535000000,-2800000000,16254000000,3164000000,-80000000,10022000000,-3267000000,-6805000000,6168000000,881000000,6168000000,6810000000,12181000000,9213000000,19,6723000000,0,-4682000000,86000000,168000000,10327000000,-1203000000,18,16,13,154,39985000000,-1401000000,12776000000,1.06E+11,34857000000,18348000000,53020000000,53112000000,1.06E+11,2012,2.03,3038423645,47267000000
13347000000,436000000,-411000000,9,-1548000000,98,15621000000,-365000000,1788000000,200,6988000000,5545000000,5545000000,14973000000,61,27079000000,1028000000,23801000000,6226000000,-1428000000,20539000000,4533000000,2170000000,11654000000,-5990000000,-3148000000,4404000000,943000000,4404000000,4404000000,11973000000,5956000000,14,9115000000,0,-2197000000,60000000,-257000000,8136000000,563000000,13,11,10,165,39257000000,-5426000000,11911000000,1.06E+11,35685000000,17868000000,49765000000,55880000000,1.06E+11,2013,1.49,2955704698,44033000000
15693000000,-554000000,11613000000,25,-1317000000,85,7441000000,79000000,1788000000,177,6691000000,17283000000,17283000000,13136000000,60,25469000000,5349000000,20386000000,5571000000,2397000000,18699000000,-3931000000,-8180000000,7860000000,-15113000000,-374000000,11920000000,-12589000000,11920000000,11920000000,6626000000,5670000000,13,5533000000,4689000000,-4323000000,208000000,10578000000,7813000000,-98000000,41,36,28,147,46021000000,-6220000000,11606000000,98167000000,32605000000,18397000000,48647000000,49520000000,98167000000,2014,4.12,2893203884,42237000000
16618000000,-480000000,-1527000000,10,-1283000000,70,8524000000,805000000,1788000000,155,6375000000,5401000000,5401000000,12507000000,62,24564000000,942000000,22602000000,4700000000,-588000000,23929000000,3492000000,1083000000,12421000000,-5270000000,-4758000000,4442000000,1855000000,4442000000,4442000000,6484000000,6928000000,18,6144000000,5153000000,-4148000000,56000000,-7346000000,7345000000,-5000000,14,12,11,131,45348000000,-3701000000,10313000000,1.02E+11,29764000000,19203000000,44676000000,57103000000,1.02E+11,2015,1.58,2811392405,39498000000
4524000000,-481000000,150000000,9,-4361000000,13,684000000,-24000000,770000000,74,2008000000,3104000000,3104000000,28272000000,83,9887000000,2248000000,0,361000000,-102000000,6512000000,2031000000,191000000,4017000000,1600000000,-5439000000,1582000000,1063000000,1582000000,856000000,2418000000,2806000000,23,1468000000,299000000,-433000000,49000000,-102000000,2605000000,-29000000,26,17,13,67,13890000000,0,4017000000,35306000000,3762000000,5081000000,18283000000,17023000000,35306000000,2012,2.24,706250000,11966000000
3891000000,217000000,35000000,9,-4443000000,6,264000000,-19000000,770000000,69,2500000000,2393000000,2393000000,28145000000,81,9169000000,1462000000,0,364000000,-208000000,6394000000,-247000000,-420000000,5270000000,-1162000000,-4521000000,1753000000,928000000,1753000000,931000000,2134000000,2213000000,20,2800000000,213000000,-250000000,93000000,-65000000,2613000000,99000000,21,12,15,60,15135000000,-500000000,3469000000,35620000000,2975000000,4333000000,19344000000,16276000000,35620000000,2013,2.49,704016064.3,11325000000
3021000000,119000000,-12000000,14,-5160000000,55,2398000000,-11000000,770000000,105,2861000000,1361000000,1361000000,29040000000,79,8600000000,392000000,0,357000000,-33000000,5295000000,-203000000,2134000000,5487000000,-1593000000,-1746000000,3046000000,-400000000,3046000000,969000000,1729000000,1187000000,11,778000000,109000000,-277000000,153000000,3374000000,2515000000,-95000000,13,6,28,97,17638000000,-1000000000,3627000000,35983000000,4593000000,4379000000,21020000000,14963000000,35983000000,2014,4.48,679910714.3,10846000000
1578000000,817000000,194000000,12,-3476000000,71,1221000000,36000000,770000000,150,2957000000,-2958000000,-2958000000,27061000000,69,3828000000,-754000000,0,313000000,-965000000,7276000000,908000000,-1177000000,1565000000,462000000,-3202000000,-2204000000,1074000000,-2204000000,-2204000000,912000000,-3030000000,55,1542000000,144000000,-135000000,14000000,197000000,2004000000,-150000000,54,16,40,132,14974000000,0,1831000000,32311000000,2590000000,1729000000,18553000000,13758000000,32311000000,2015,-3.26,676073619.6,5522000000
10182000000,-1807000000,288000000,28,-4257000000,206,3804000000,-802000000,67306000000,271,3755000000,27052000000,27052000000,9991000000,74,57464000000,5189000000,3083000000,1938000000,1841000000,12601000000,3537000000,-3134000000,28833000000,-8148000000,-23811000000,21863000000,4590000000,21863000000,21863000000,19118000000,26764000000,34,2392000000,3388000000,1743000000,-10000000,-1752000000,10000000000,-607000000,35,34,28,266,9895000000,-4429000000,20289000000,1.42E+11,1.01E+11,37417000000,78944000000,63487000000,1.42E+11,2013,2.61,8376628352,77849000000
13569000000,-1120000000,61000000,25,-5485000000,188,8669000000,-161000000,68366000000,250,5212000000,27820000000,27820000000,13011000000,69,59755000000,5746000000,6981000000,2660000000,2562000000,20645000000,6962000000,4865000000,32502000000,-8665000000,-18833000000,22074000000,4592000000,22074000000,22074000000,21485000000,27759000000,32,3422000000,4392000000,3708000000,-39000000,-6024000000,11594000000,-657000000,32,31,25,245,17710000000,-6709000000,20488000000,1.72E+11,1.14E+11,45625000000,89784000000,82600000000,1.72E+11,2014,2.66,8298496241,86833000000
12385000000,1456000000,346000000,15,-5944000000,194,5595000000,-272000000,68465000000,247,5957000000,18507000000,18507000000,14731000000,65,60542000000,6314000000,4835000000,2902000000,-79000000,27808000000,13661000000,-3074000000,29668000000,-9668000000,-23001000000,12193000000,10005000000,12193000000,12193000000,17908000000,18161000000,19,3117000000,5461000000,2522000000,362000000,-4189000000,13544000000,408000000,20,23,13,241,9096000000,-13809000000,20324000000,1.74E+11,1.23E+11,49647000000,80083000000,94389000000,1.74E+11,2015,1.49,8183221477,93580000000
13036000000,-530000000,-431000000,23,-8343000000,191,6510000000,600000000,68178000000,235,6622000000,19751000000,19751000000,18356000000,62,52540000000,2953000000,3733000000,2251000000,-938000000,40783000000,18283000000,915000000,33325000000,-8393000000,-23950000000,16798000000,11981000000,16798000000,16798000000,18277000000,20182000000,24,3642000000,5892000000,1537000000,-369000000,-1190000000,13640000000,-1208000000,23,27,20,231,2282000000,-15301000000,19260000000,1.94E+11,1.40E+11,59357000000,71997000000,1.22E+11,1.94E+11,2016,2.12,7923584906,85320000000
464038000,-28995000,-3103000,33,-82349000,20,111874000,-8484000,448000,162,59304000,425420000,402709000,514438000,54,1281931000,96615000,114418000,210414000,-3703000,395960000,25014000,10172000,345928000,-249892000,-86023000,306094000,20106000,306094000,306094000,524637000,428523000,18,130013000,67062000,-35036000,0,-2450000,193170000,1606000,17,43,13,125,2037420000,-275231000,692693000,2152819000,913987000,564188000,935052000,1217767000,2152819000,2013,10.22,29950489.24,2378972000
480507000,7492000,-2230000,47,-89388000,13,85263000,-9302000,448000,125,62802000,469541000,445004000,511462000,55,1358750000,106763000,112784000,204531000,-10340000,335790000,42965000,-26611000,418912000,-348231000,-94321000,338241000,25627000,338241000,338241000,497989000,471771000,19,61076000,61647000,-212949000,-859000,-5056000,218108000,4392000,18,62,14,95,2357334000,-392953000,728582000,2009110000,849430000,678890000,719595000,1289515000,2009110000,2014,11.71,28884799.32,2485983000
454895000,1625000,867000,61,-82506000,18,98887000,-18785000,448000,142,64038000,490875000,463424000,517229000,56,1351993000,110604000,115252000,214383000,23703000,575138000,147387000,13624000,426868000,-307032000,-100751000,352820000,8586000,352820000,352820000,411420000,490008000,20,52187000,70642000,-266649000,-572000,-12830000,194552000,-5119000,19,80,15,104,2692317000,-465410000,700810000,1959335000,795332000,558212000,580457000,1378878000,1959335000,2015,12.75,27672156.86,2395447000
468211000,-52151000,-8491000,88,-123957000,27,158674000,-12431000,448000,153,68795000,532219000,504193000,563707000,57,1435587000,119823000,167055000,222047000,46330000,875056000,311596000,59787000,443078000,-145925000,-231456000,384370000,7874000,384370000,384370000,454988000,540710000,22,28902000,61075000,-354998000,-471000,-110958000,204957000,291000,20,116,15,115,3065708000,-474521000,732622000,2166777000,896784000,587515000,434943000,1731834000,2166777000,,,,2508257000
2115000000,-409000000,1280000000,13,-1442000000,89,3436000000,83000000,104000000,216,1926000000,1516000000,1285000000,7626000000,20,1847000000,8000000,386000000,2649000000,13000000,4452000000,378000000,421000000,1811000000,520000000,-1910000000,1190000000,-999000000,1190000000,1190000000,2329000000,236000000,3,439000000,276000000,63000000,-14000000,31000000,535000000,3000000,14,14,13,152,-212000000,156000000,554000000,19118000000,8911000000,4125000000,9142000000,9976000000,19118000000,2013,1.16,1025862069,9073000000
2864000000,-518000000,-2000000,28,-3107000000,95,4150000000,194000000,107000000,214,2270000000,3085000000,2733000000,8682000000,33,5437000000,128000000,468000000,2455000000,914000000,4893000000,-1631000000,1270000000,5699000000,-1499000000,-2902000000,3045000000,-353000000,3045000000,3045000000,2906000000,3087000000,19,415000000,350000000,56000000,-141000000,719000000,1102000000,113000000,17,25,19,163,2729000000,273000000,939000000,22416000000,10245000000,4791000000,10760000000,11656000000,22416000000,2014,2.87,1060975610,16358000000
2611000000,393000000,-18000000,24,-4021000000,90,2287000000,116000000,108000000,220,2805000000,2980000000,2609000000,10554000000,32,5215000000,157000000,449000000,2340000000,-707000000,6252000000,-117000000,-1863000000,5208000000,-718000000,-6232000000,2899000000,-170000000,2899000000,2899000000,2507000000,2998000000,19,455000000,228000000,13000000,68000000,9000000,698000000,-128000000,16,21,18,160,5588000000,-669000000,674000000,24143000000,8596000000,3905000000,12302000000,11841000000,24143000000,2015,2.71,1069741697,16192000000
3879000000,465000000,-12000000,2,-5817000000,91,4140000000,-549000000,109000000,196,3106000000,156000000,-281000000,14686000000,20,2505000000,19000000,464000000,2889000000,209000000,9154000000,1329000000,1853000000,3168000000,1745000000,-3068000000,-276000000,-13000000,-276000000,-276000000,2068000000,168000000,1,460000000,140000000,-35000000,571000000,-98000000,623000000,225000000,2,2,2,137,5299000000,-155000000,653000000,27540000000,9495000000,4835000000,12080000000,15460000000,27540000000,2016,-0.27,1022222222,12399000000
3361564000,0,11039000,11,-3541724000,31,947316000,0,194616000,121,1428271000,1382942000,1368010000,13219774000,77,3529427000,561516000,0,752310000,0,2245201000,1645467000,433443000,2911380000,685709000,-3124882000,970876000,680413000,970876000,806494000,1942404000,1371903000,30,0,350950000,408901000,-7653000,352000,865450000,-215819000,30,15,21,98,7717389000,-237676000,285144000,17522643000,4108583000,3409081000,8942035000,8580608000,17522643000,2012,5.01,193787624.8,4608563000
2558642000,0,77403000,13,-3590344000,35,750155000,0,194920000,109,1677745000,1544587000,1472687000,13862459000,76,4059874000,584550000,0,294195000,0,2936563000,350000000,-197161000,3210695000,193595000,-3847642000,1123473000,207322000,1123473000,888137000,1061863000,1467184000,28,0,1027588000,172119000,575294000,1941000,948032000,445108000,28,17,21,100,8058792000,-496591000,466498000,17509484000,3508643000,3224031000,8595730000,8913754000,17509484000,2013,5.98,187871739.1,5312686000
2530951000,0,162202000,11,-3679464000,53,1193308000,0,195040000,104,2039808000,1368089000,1252270000,13382007000,79,4199045000,227297000,0,242733000,0,2517669000,74735000,443153000,3048639000,-544710000,-2317818000,905611000,130844000,905611000,1024973000,928384000,1205887000,23,0,453411000,-170255000,-8284000,1448117000,849836000,233144000,24,15,17,96,8728032000,-374790000,471219000,16723738000,3279149000,3147887000,8573434000,8150304000,16723738000,2014,5.06,178974505.9,5288933000
1648451000,0,167330000,43,-2549736000,27,283183000,0,195056000,86,1751097000,-3164887000,-3282262000,9818365000,70,1954810000,-1026490000,0,166788000,0,3040594000,139566000,-910125000,1183369000,-364561000,-1922121000,-2270833000,1672877000,-2270833000,-2255772000,573855000,-3332217000,120,0,251302000,-704542000,-9129000,410263000,793474000,213122000,118,62,81,77,6212201000,-250000000,372457000,11493812000,1448416000,1674629000,5306728000,6187084000,11493812000,2015,-13.03,174277283.2,2787116000
1066300000,-939100000,-44900000,29,-325300000,4,225500000,-147500000,273300000,121,566600000,1307700000,974500000,1785700000,46,3528000000,41400000,2347100000,1651400000,78200000,5699900000,-168600000,-65800000,1014800000,-267400000,-800300000,929400000,696600000,929400000,929400000,2268500000,1352600000,18,799800000,2295800000,-987000000,-146800000,-475300000,1336700000,-173100000,13,30,12,90,3614500000,53800000,1545700000,15820500000,6441200000,5304000000,3255900000,12564600000,15820500000,2014,2.49,373253012,7719600000
1202000000,-265300000,-206100000,9,-362900000,30,1236000000,-320400000,5500000,157,1032100000,1254800000,915400000,1983900000,45,4216100000,67700000,7221900000,1951000000,-32400000,6295600000,696700000,1010500000,2008500000,604800000,-1569700000,847600000,791000000,847600000,847600000,2689100000,1460900000,15,751500000,596600000,-1764300000,20000000,-1177800000,1366000000,-44200000,10,9,9,110,4462100000,18500000,2180700000,22267700000,6472700000,4122200000,9764400000,12503300000,22267700000,,,,9429300000
